WARNING (theano.tensor.blas): Using NumPy C-API based implementation for BLAS functions.
pybullet build time: Oct 11 2021 20:59:39
num of nodes = 2000 and num of edges = 3316
num of nodes = 2000 and num of edges = 3316
num of nodes = 2000 and num of edges = 3316
num of nodes = 2000 and num of edges = 3316
train epoch=0, loader_type='Both', approx_losses.avg=0.00013202449680852984, constraint_losses.avg=4.8353801575551245e-05
------------------------- test Main, avg_test_AL=0.000121145805390114, avg_test_CL=9.71221215447855e-05, max_test_CL=0.006082058418542147
------------------------- test un normalized Main, avg_test_AL_un_norm=8.82795506127913, avg_test_CL_un_norm=7.077337268207833, max_test_CL_un_norm=443.2026046789147
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.998777752982967e-06, max_test_CL=6.0018694057362154e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.655745406164038, max_test_CL_un_norm=4.373592077046048
train epoch=11, loader_type='Both', approx_losses.avg=0.00012741115271441345, constraint_losses.avg=4.864868278430852e-05
------------------------- test Main, avg_test_AL=0.00012116688049186308, avg_test_CL=9.724936205051282e-05, max_test_CL=0.006073721684515476
------------------------- test un normalized Main, avg_test_AL_un_norm=8.829490763588371, avg_test_CL_un_norm=7.08660936247327, max_test_CL_un_norm=442.5951265218357
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.998740865137745e-06, max_test_CL=5.9955447795800865e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6557427188010501, max_test_CL_un_norm=4.3689833475577835
train epoch=12, loader_type='Both', approx_losses.avg=0.00012750058519235435, constraint_losses.avg=4.850133058697259e-05
------------------------- test Main, avg_test_AL=0.00012142683911896234, avg_test_CL=9.677363989596844e-05, max_test_CL=0.006012614816427231
------------------------- test un normalized Main, avg_test_AL_un_norm=8.848434126665216, avg_test_CL_un_norm=7.0519432352460125, max_test_CL_un_norm=438.1422389150972
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.860426843340541e-06, max_test_CL=5.906893056817353e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6456637069052309, max_test_CL_un_norm=4.304382410114219
train epoch=13, loader_type='Both', approx_losses.avg=0.000127604662893097, constraint_losses.avg=4.83955880936553e-05
------------------------- test Main, avg_test_AL=0.00012128427340302617, avg_test_CL=9.61843346654394e-05, max_test_CL=0.005958468187600374
------------------------- test un normalized Main, avg_test_AL_un_norm=8.83804527781881, avg_test_CL_un_norm=7.0090002614316145, max_test_CL_un_norm=434.1965347038241
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.824990271309563e-06, max_test_CL=5.8827761677093804e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6430814268686864, max_test_CL_un_norm=4.286808110146556
train epoch=14, loader_type='Both', approx_losses.avg=0.00012732125718355834, constraint_losses.avg=4.859221537053744e-05
------------------------- test Main, avg_test_AL=0.00012141115672700531, avg_test_CL=9.559010635689891e-05, max_test_CL=0.0058835167437791824
------------------------- test un normalized Main, avg_test_AL_un_norm=8.847291309283403, avg_test_CL_un_norm=6.96569855793965, max_test_CL_un_norm=428.734780922254
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.735595549229647e-06, max_test_CL=5.8360099501442164e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6365671863401693, max_test_CL_un_norm=4.252729556688742
train epoch=15, loader_type='Both', approx_losses.avg=0.0001279311300901417, constraint_losses.avg=4.813098684445278e-05
------------------------- test Main, avg_test_AL=0.00012077033562057248, avg_test_CL=9.525705776097348e-05, max_test_CL=0.0059472378343343735
------------------------- test un normalized Main, avg_test_AL_un_norm=8.80059436894305, avg_test_CL_un_norm=6.941429136848562, max_test_CL_un_norm=433.37818293234204
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.836526322971051e-06, max_test_CL=5.8995658037019894e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6439220640590557, max_test_CL_un_norm=4.299042958794104
train epoch=16, loader_type='Both', approx_losses.avg=0.00012485420959216305, constraint_losses.avg=4.973625201207127e-05
------------------------- test Main, avg_test_AL=0.0001232947351622733, avg_test_CL=9.260592712876514e-05, max_test_CL=0.006078079808503389
------------------------- test un normalized Main, avg_test_AL_un_norm=8.984548592616893, avg_test_CL_un_norm=6.748239920028813, max_test_CL_un_norm=442.9126969133327
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.119953070902853e-06, max_test_CL=5.560666977544315e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.591705015295811, max_test_CL_un_norm=4.052085781924021
train epoch=17, loader_type='Both', approx_losses.avg=0.00012558897699590677, constraint_losses.avg=4.8351832880894466e-05
------------------------- test Main, avg_test_AL=0.0001234902729861962, avg_test_CL=9.262734779471105e-05, max_test_CL=0.0061340173706412315
------------------------- test un normalized Main, avg_test_AL_un_norm=8.998797524227905, avg_test_CL_un_norm=6.749800864409994, max_test_CL_un_norm=446.98888137088744
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.044910731182408e-06, max_test_CL=5.511573181138374e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5862366425803135, max_test_CL_un_norm=4.016310658568598
train epoch=18, loader_type='Both', approx_losses.avg=0.00012502471217747024, constraint_losses.avg=4.835666491121556e-05
------------------------- test Main, avg_test_AL=0.00012377297114166507, avg_test_CL=9.252817466485297e-05, max_test_CL=0.006196731235831976
------------------------- test un normalized Main, avg_test_AL_un_norm=9.01939790034788, avg_test_CL_un_norm=6.742574070424301, max_test_CL_un_norm=451.5588681776502
------------------------- test Omega, avg_test_AL=0, avg_test_CL=7.923018151513084e-06, max_test_CL=5.458160012494773e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5773542704331348, max_test_CL_un_norm=3.9773883178644738
train epoch=19, loader_type='Both', approx_losses.avg=0.00012509546523852761, constraint_losses.avg=4.7991107802353946e-05
------------------------- test Main, avg_test_AL=0.00012363156839959632, avg_test_CL=9.2648300518686e-05, max_test_CL=0.006203198339790106
------------------------- test un normalized Main, avg_test_AL_un_norm=9.009093791807135, avg_test_CL_un_norm=6.751327729089853, max_test_CL_un_norm=452.03014452670715
------------------------- test Omega, avg_test_AL=0, avg_test_CL=7.928971062228562e-06, max_test_CL=5.452656841953285e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.577788062238126, max_test_CL_un_norm=3.9733782153833905
train epoch=20, loader_type='Both', approx_losses.avg=0.00012468064879991172, constraint_losses.avg=4.810871060157845e-05
------------------------- test Main, avg_test_AL=0.00012343688841651713, avg_test_CL=9.383412884062148e-05, max_test_CL=0.006228480488061905
------------------------- test un normalized Main, avg_test_AL_un_norm=8.99490738652333, avg_test_CL_un_norm=6.837739636329418, max_test_CL_un_norm=453.87245905466426
------------------------- test Omega, avg_test_AL=0, avg_test_CL=7.939615004830092e-06, max_test_CL=5.431287354440428e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5785636910588936, max_test_CL_un_norm=3.95780615587682
train epoch=21, loader_type='Both', approx_losses.avg=0.00012474164107490133, constraint_losses.avg=4.779270481669791e-05
------------------------- test Main, avg_test_AL=0.00012341615979530695, avg_test_CL=9.259943063711429e-05, max_test_CL=0.006218455266207457
------------------------- test un normalized Main, avg_test_AL_un_norm=8.993396870388837, avg_test_CL_un_norm=6.747766522805152, max_test_CL_un_norm=453.1419338135913
------------------------- test Omega, avg_test_AL=0, avg_test_CL=7.935448978285464e-06, max_test_CL=5.439768574433401e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5782601101658459, max_test_CL_un_norm=3.9639864619303435
train epoch=22, loader_type='Both', approx_losses.avg=0.00012434310911409004, constraint_losses.avg=4.7785032215682484e-05
------------------------- test Main, avg_test_AL=0.00012330645473901747, avg_test_CL=9.195348685381255e-05, max_test_CL=0.006230371538549662
------------------------- test un normalized Main, avg_test_AL_un_norm=8.98540260626344, avg_test_CL_un_norm=6.700696264870259, max_test_CL_un_norm=454.01026942528813
------------------------- test Omega, avg_test_AL=0, avg_test_CL=7.922295490767173e-06, max_test_CL=5.429706288850866e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5773016086712213, max_test_CL_un_norm=3.9566538862432665
train epoch=23, loader_type='Both', approx_losses.avg=0.00012467822083202744, constraint_losses.avg=4.721879955468466e-05
------------------------- test Main, avg_test_AL=0.00012258531330186173, avg_test_CL=9.20574252005415e-05, max_test_CL=0.006189967039972544
------------------------- test un normalized Main, avg_test_AL_un_norm=8.932852669686724, avg_test_CL_un_norm=6.7082703488770425, max_test_CL_un_norm=451.06596700052376
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.054804965319295e-06, max_test_CL=5.463886191137135e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5869576411223006, max_test_CL_un_norm=3.9815609699791907
train epoch=24, loader_type='Both', approx_losses.avg=0.00012381876439839187, constraint_losses.avg=4.7524972798811856e-05
------------------------- test Main, avg_test_AL=0.0001223599338044754, avg_test_CL=9.265047705635876e-05, max_test_CL=0.006213492713868618
------------------------- test un normalized Main, avg_test_AL_un_norm=8.916429181982187, avg_test_CL_un_norm=6.751486315832582, max_test_CL_un_norm=452.7803155601055
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.095610644041073e-06, max_test_CL=5.443945701699704e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5899311706555315, max_test_CL_un_norm=3.96703035228432
train epoch=25, loader_type='Both', approx_losses.avg=0.00012430972197485278, constraint_losses.avg=4.709978637517437e-05
------------------------- test Main, avg_test_AL=0.00012196213519778443, avg_test_CL=9.249031370860017e-05, max_test_CL=0.006175213493406773
------------------------- test un normalized Main, avg_test_AL_un_norm=8.88744138366207, avg_test_CL_un_norm=6.739815130094798, max_test_CL_un_norm=449.9908599525611
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.205271289697612e-06, max_test_CL=5.4764059314038604e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.5979221951869377, max_test_CL_un_norm=3.9906842197378856
train epoch=26, loader_type='Both', approx_losses.avg=0.0001250352233609957, constraint_losses.avg=4.649015167813068e-05
------------------------- test Main, avg_test_AL=0.00012117346628431091, avg_test_CL=9.256579329656711e-05, max_test_CL=0.00608865125104785
------------------------- test un normalized Main, avg_test_AL_un_norm=8.829970701900827, avg_test_CL_un_norm=6.745315352287754, max_test_CL_un_norm=443.68305778314976
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.436424936681065e-06, max_test_CL=5.550493369810283e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.614766476483126, max_test_CL_un_norm=4.044672133514636
train epoch=27, loader_type='Both', approx_losses.avg=0.00012374039699699054, constraint_losses.avg=4.7008548486961186e-05
------------------------- test Main, avg_test_AL=0.00012158194137358569, avg_test_CL=9.23255866122421e-05, max_test_CL=0.006113540846854448
------------------------- test un normalized Main, avg_test_AL_un_norm=8.859736450543135, avg_test_CL_un_norm=6.727811371033732, max_test_CL_un_norm=445.496753791432
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.428601743672548e-06, max_test_CL=5.5291100579779595e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6141963962903547, max_test_CL_un_norm=4.029090040803122
train epoch=28, loader_type='Both', approx_losses.avg=0.0001231981269020397, constraint_losses.avg=4.731855444420251e-05
------------------------- test Main, avg_test_AL=0.00012190796465552634, avg_test_CL=9.235249848777016e-05, max_test_CL=0.006139685865491629
------------------------- test un normalized Main, avg_test_AL_un_norm=8.88349396514539, avg_test_CL_un_norm=6.729772433586103, max_test_CL_un_norm=447.4019510492051
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.408492118940015e-06, max_test_CL=5.506706656888127e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6127309988804838, max_test_CL_un_norm=4.012764432596788
train epoch=29, loader_type='Both', approx_losses.avg=0.00012247737316890077, constraint_losses.avg=4.781142099148831e-05
------------------------- test Main, avg_test_AL=0.00012211824309294573, avg_test_CL=9.232886069398028e-05, max_test_CL=0.006174922920763493
------------------------- test un normalized Main, avg_test_AL_un_norm=8.898817027686578, avg_test_CL_un_norm=6.728049952023772, max_test_CL_un_norm=449.9696985524116
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.369178269088006e-06, max_test_CL=5.560400313697755e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6098661789518397, max_test_CL_un_norm=4.051891451262844
train epoch=30, loader_type='Both', approx_losses.avg=0.00012192033096387546, constraint_losses.avg=4.8232002933680576e-05
------------------------- test Main, avg_test_AL=0.00012208383877594775, avg_test_CL=9.259181355299839e-05, max_test_CL=0.006217609159648418
------------------------- test un normalized Main, avg_test_AL_un_norm=8.896309990473592, avg_test_CL_un_norm=6.747211456024763, max_test_CL_un_norm=453.08028413319965
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.34736222746013e-06, max_test_CL=5.757727922173217e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6082764331056393, max_test_CL_un_norm=4.19568486977277
train epoch=31, loader_type='Both', approx_losses.avg=0.0001217247119287975, constraint_losses.avg=4.8001274337279724e-05
------------------------- test Main, avg_test_AL=0.00012224267933464493, avg_test_CL=9.241340572859835e-05, max_test_CL=0.006231802050024271
------------------------- test un normalized Main, avg_test_AL_un_norm=8.907884782965619, avg_test_CL_un_norm=6.7342107659961234, max_test_CL_un_norm=454.1144981238189
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.308573948915044e-06, max_test_CL=5.724037328036502e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6054499129123254, max_test_CL_un_norm=4.171134415857496
train epoch=32, loader_type='Both', approx_losses.avg=0.00012167526081542574, constraint_losses.avg=4.796258521084729e-05
------------------------- test Main, avg_test_AL=0.00012215090992498956, avg_test_CL=9.266864042895051e-05, max_test_CL=0.006238249596208334
------------------------- test un normalized Main, avg_test_AL_un_norm=8.901197505382447, avg_test_CL_un_norm=6.752809906932683, max_test_CL_un_norm=454.5843614144745
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.328099466742511e-06, max_test_CL=5.793286254629493e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6068727463698539, max_test_CL_un_norm=4.221596577626674
train epoch=33, loader_type='Both', approx_losses.avg=0.00012160495819308192, constraint_losses.avg=4.790417632778242e-05
------------------------- test Main, avg_test_AL=0.0001221548286134282, avg_test_CL=9.270672280426462e-05, max_test_CL=0.006241027731448412
------------------------- test un normalized Main, avg_test_AL_un_norm=8.901483049008045, avg_test_CL_un_norm=6.755584955544345, max_test_CL_un_norm=454.7867861432964
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.326194981874924e-06, max_test_CL=5.7912449847208336e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.606733965076699, max_test_CL_un_norm=4.22010903785729
train epoch=34, loader_type='Both', approx_losses.avg=0.00012161351259916075, constraint_losses.avg=4.78407054061314e-05
------------------------- test Main, avg_test_AL=0.00012222543591619185, avg_test_CL=9.262875130433779e-05, max_test_CL=0.00624260026961565
------------------------- test un normalized Main, avg_test_AL_un_norm=8.906628232667192, avg_test_CL_un_norm=6.749903128379515, max_test_CL_un_norm=454.90139909962056
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.312454282583648e-06, max_test_CL=5.752934521296993e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6057326733500226, max_test_CL_un_norm=4.192192076733187
train epoch=35, loader_type='Both', approx_losses.avg=0.00012159585120262197, constraint_losses.avg=4.781712652546712e-05
------------------------- test Main, avg_test_AL=0.00012220042914819063, avg_test_CL=9.269748943200806e-05, max_test_CL=0.006239200942218304
------------------------- test un normalized Main, avg_test_AL_un_norm=8.904805982898527, avg_test_CL_un_norm=6.754912145334887, max_test_CL_un_norm=454.65366107948745
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.323623957688487e-06, max_test_CL=5.747691466240212e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6065466128586308, max_test_CL_un_norm=4.188371441637243
train epoch=36, loader_type='Both', approx_losses.avg=0.00012152113337801965, constraint_losses.avg=4.785136865081898e-05
------------------------- test Main, avg_test_AL=0.00012221667998199283, avg_test_CL=9.272459738891747e-05, max_test_CL=0.006241395138204098
------------------------- test un normalized Main, avg_test_AL_un_norm=8.905990212757533, avg_test_CL_un_norm=6.7568874582171725, max_test_CL_un_norm=454.8135507509067
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.321627508437678e-06, max_test_CL=5.740463893744163e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.606401133427839, max_test_CL_un_norm=4.183104458249279
train epoch=37, loader_type='Both', approx_losses.avg=0.00012144441002185756, constraint_losses.avg=4.7825428496123224e-05
------------------------- test Main, avg_test_AL=0.00012239964810227866, avg_test_CL=9.243493480671416e-05, max_test_CL=0.006245671305805445
------------------------- test un normalized Main, avg_test_AL_un_norm=8.919323177253888, avg_test_CL_un_norm=6.735779601789409, max_test_CL_un_norm=455.12517617921003
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.281627272527014e-06, max_test_CL=5.6549357395851985e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6034862940674146, max_test_CL_un_norm=4.120779690153575
train epoch=38, loader_type='Both', approx_losses.avg=0.00012142162017144507, constraint_losses.avg=4.787129715178809e-05
------------------------- test Main, avg_test_AL=0.000122308170649859, avg_test_CL=9.267603356418385e-05, max_test_CL=0.006246302742511034
------------------------- test un normalized Main, avg_test_AL_un_norm=8.91265715072857, avg_test_CL_un_norm=6.75334859034504, max_test_CL_un_norm=455.17117399087516
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.307213076718333e-06, max_test_CL=5.710381446988322e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6053507449497113, max_test_CL_un_norm=4.161183422489812
train epoch=39, loader_type='Both', approx_losses.avg=0.00012141083213992671, constraint_losses.avg=4.784667128369042e-05
------------------------- test Main, avg_test_AL=0.00012230782676031106, avg_test_CL=9.270792439774755e-05, max_test_CL=0.006246189586818218
------------------------- test un normalized Main, avg_test_AL_un_norm=8.91263210923216, avg_test_CL_un_norm=6.755672526721756, max_test_CL_un_norm=455.1629354059803
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.308307030159945e-06, max_test_CL=5.705878356820904e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6054304617667966, max_test_CL_un_norm=4.157901874559617
train epoch=40, loader_type='Both', approx_losses.avg=0.00012139898350800477, constraint_losses.avg=4.779725094334618e-05
------------------------- test Main, avg_test_AL=0.00012236367304088302, avg_test_CL=9.260687174510407e-05, max_test_CL=0.006239304319024086
------------------------- test un normalized Main, avg_test_AL_un_norm=8.916701671788326, avg_test_CL_un_norm=6.748308738931996, max_test_CL_un_norm=454.6612088867063
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.304746502773685e-06, max_test_CL=5.64830370421987e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6051710049076765, max_test_CL_un_norm=4.11594709961953
train epoch=41, loader_type='Both', approx_losses.avg=0.00012131676802181616, constraint_losses.avg=4.786748023316105e-05
------------------------- test Main, avg_test_AL=0.00012239490075980353, avg_test_CL=9.26155243707183e-05, max_test_CL=0.006241131108254194
------------------------- test un normalized Main, avg_test_AL_un_norm=8.91897722034712, avg_test_CL_un_norm=6.748939296690167, max_test_CL_un_norm=454.7943350554493
------------------------- test Omega, avg_test_AL=0, avg_test_CL=8.301599926231696e-06, max_test_CL=5.640019662678242e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.6049417127012859, max_test_CL_un_norm=4.109910348651014
train epoch=42, loader_type='Both', approx_losses.avg=0.0001213033365702214, constraint_losses.avg=4.784329437652126e-05
------------------------- test Main, avg_test_AL=0.00012243222638805884, avg_test_CL=9.258963216495086e-05, max_test_CL=0.0062382216565310955
